Height,Age,Income,RomanticGestureScore,CompatibilityScore,CommunicationScore,DistanceKM,Response,AgeCategory
197,83,24020,1,8,3,77,1,Senior
193,66,33063,6,9,10,68,1,Senior
150,89,26847,10,3,9,31,1,Senior
140,22,17499,7,6,10,51,1,Young
141,36,16497,2,9,7,86,1,Middle-aged
195,57,8088,8,0,1,59,1,Middle-aged
164,77,30733,1,2,3,26,1,Senior
141,76,7924,7,7,9,37,1,Senior
176,31,28980,10,10,0,81,1,Young
147,31,44582,7,0,3,86,1,Young
146,74,31317,5,5,10,80,1,Senior
165,67,15303,8,2,10,79,0,Senior
148,29,26040,7,5,1,2,1,Young
146,70,8036,7,2,5,36,0,Senior
143,48,41393,9,7,4,3,1,Middle-aged
181,83,18205,0,9,1,9,0,Senior
143,46,18795,10,10,3,16,1,Middle-aged
189,85,25746,8,6,10,74,1,Senior
149,54,20836,1,0,0,24,0,Middle-aged
145,22,34629,10,2,1,59,1,Young
188,72,41913,1,4,9,67,0,Senior
158,70,34197,6,1,3,67,1,Senior
193,75,10812,2,5,5,31,1,Senior
172,49,22867,2,9,6,96,1,Middle-aged
200,45,22343,0,0,2,83,0,Middle-aged
148,67,31471,9,1,8,47,1,Senior
154,33,22796,4,2,1,54,1,Young
153,60,15935,6,4,4,62,1,Senior
182,69,20082,1,3,2,32,0,Senior
152,58,12397,3,1,4,59,1,Middle-aged
159,73,21771,6,2,7,16,1,Senior
179,81,21669,9,9,0,25,1,Senior
177,76,39604,8,7,3,18,1,Senior
199,73,5965,7,8,4,66,1,Senior
149,47,48912,2,8,7,72,0,Middle-aged
169,59,15518,0,10,5,1,1,Middle-aged
161,66,16874,0,2,0,70,0,Senior
189,26,19906,4,7,9,16,1,Young
162,31,30160,8,8,2,26,1,Young
145,75,44072,8,4,8,11,1,Senior
185,88,20444,2,4,3,88,1,Senior
152,30,42331,2,0,9,91,1,Young
155,64,29771,10,6,5,7,1,Senior
166,51,13368,6,1,8,8,1,Middle-aged
190,80,41866,2,1,5,36,1,Senior
145,51,8941,0,5,3,39,0,Middle-aged
151,27,29216,6,10,7,87,1,Young
170,78,5938,6,7,1,66,1,Senior
143,58,5969,1,0,2,42,0,Middle-aged
148,22,29766,8,8,2,53,1,Young
171,30,7744,1,10,1,48,1,Young
158,54,21025,6,4,0,33,0,Middle-aged
170,19,10827,3,6,1,66,1,Young
159,56,38536,3,5,0,73,1,Middle-aged
169,79,29889,10,4,3,7,1,Senior
184,83,23764,1,3,3,6,0,Senior
159,73,47439,2,7,9,37,1,Senior
199,30,21665,0,10,2,9,1,Young
176,36,48754,1,10,3,55,1,Middle-aged
198,54,5079,9,6,0,10,1,Middle-aged
149,82,17072,8,8,10,82,1,Senior
183,35,21393,2,0,2,64,1,Young
198,29,27653,7,3,5,3,1,Young
181,71,7311,9,7,9,50,1,Senior
169,84,30911,0,3,5,78,1,Senior
190,29,21337,8,10,0,28,1,Young
142,44,5185,9,7,0,63,1,Middle-aged
184,62,33141,5,4,7,99,0,Senior
149,31,31992,0,9,5,65,0,Young
147,84,35593,6,4,5,21,1,Senior
163,83,42183,7,10,9,65,1,Senior
190,31,27413,5,7,6,43,1,Young
166,61,25395,9,8,4,37,1,Senior
151,85,18858,10,7,8,82,1,Senior
159,46,11965,6,5,2,29,1,Middle-aged
141,36,20596,10,8,7,3,1,Middle-aged
142,56,24899,2,8,7,91,0,Middle-aged
194,58,49297,7,10,1,91,1,Middle-aged
177,85,13343,7,10,10,33,1,Senior
197,55,10752,10,10,4,56,1,Middle-aged
183,41,34158,3,6,5,32,1,Middle-aged
196,25,44576,0,0,2,47,0,Young
156,49,44657,2,10,9,80,1,Middle-aged
151,31,16879,6,6,2,6,1,Young
148,24,9318,10,3,4,13,1,Young
145,67,18414,5,1,1,91,1,Senior
164,24,17677,3,5,3,23,1,Young
168,73,12628,4,8,7,75,1,Senior
164,44,22385,10,7,8,94,1,Middle-aged
164,29,5234,2,9,0,88,1,Young
198,90,19709,4,9,6,67,1,Senior
170,80,5424,10,5,2,59,1,Senior
167,74,17515,5,1,2,61,0,Senior
165,22,37134,9,9,2,54,1,Young
199,55,44176,10,4,9,57,1,Middle-aged
194,49,46762,0,1,2,26,0,Middle-aged
173,86,23978,0,4,9,16,0,Senior
159,55,22266,7,10,0,56,1,Middle-aged
148,26,40003,3,5,2,36,1,Young
150,43,15295,2,9,8,15,1,Middle-aged
190,78,29293,5,3,3,61,1,Senior
160,27,33560,1,10,3,58,1,Young
200,74,27171,10,10,9,80,1,Senior
169,64,29116,10,8,5,61,1,Senior
158,25,5757,8,6,4,71,1,Young
183,59,9793,3,1,1,66,0,Middle-aged
152,29,41548,2,10,7,76,1,Young
193,90,6581,3,10,2,74,1,Senior
159,21,30369,5,4,0,16,1,Young
144,69,28633,5,9,9,72,1,Senior
164,65,27111,6,7,4,69,1,Senior
169,65,27251,6,8,8,62,1,Senior
160,42,32669,3,8,10,77,1,Middle-aged
148,79,24134,2,7,10,36,1,Senior
192,71,27762,8,10,0,40,1,Senior
145,26,20767,1,3,9,81,0,Young
166,84,27063,5,9,1,42,1,Senior
191,35,45905,8,3,3,83,0,Young
177,45,38874,5,10,5,91,1,Middle-aged
159,74,26668,7,4,4,74,1,Senior
158,31,31156,6,4,5,40,1,Young
146,22,27461,5,6,0,78,1,Young
160,69,8261,7,4,6,11,1,Senior
194,55,26954,5,2,6,100,1,Middle-aged
200,71,11035,3,3,8,76,1,Senior
178,81,25679,0,1,4,7,0,Senior
152,20,49236,8,10,6,62,1,Young
186,24,13654,8,10,4,41,1,Young
198,51,48749,4,3,7,51,0,Middle-aged
190,78,9914,3,7,2,58,1,Senior
199,59,14626,5,1,9,87,1,Middle-aged
193,27,7697,6,0,0,82,0,Young
173,34,31522,10,10,8,34,1,Young
152,52,27666,6,0,2,56,1,Middle-aged
166,30,23239,9,6,0,57,1,Young
191,28,29976,4,3,6,37,1,Young
199,35,16113,5,10,1,16,1,Young
173,51,15882,7,5,7,26,1,Middle-aged
162,33,19593,9,10,5,89,1,Young
184,47,35994,2,6,8,78,0,Middle-aged
178,27,14452,2,1,9,29,1,Young
142,50,19121,0,0,4,1,1,Middle-aged
175,33,6856,4,1,3,51,0,Young
140,89,24942,3,4,6,13,1,Senior
169,24,28615,2,9,2,37,1,Young
143,78,38560,0,0,6,67,0,Senior
161,68,47390,2,4,2,45,0,Senior
173,51,31192,1,8,8,47,1,Middle-aged
147,75,40949,2,6,5,26,0,Senior
183,86,22511,1,9,3,28,1,Senior
195,52,39478,9,0,10,77,0,Middle-aged
181,46,20294,3,9,5,98,1,Middle-aged
195,85,35722,6,1,9,40,0,Senior
146,61,16685,5,2,8,69,1,Senior
165,36,26058,9,2,6,7,1,Middle-aged
182,74,13970,8,0,8,85,1,Senior
157,25,9472,4,10,10,32,1,Young
186,90,27322,10,9,1,91,1,Senior
158,62,41927,2,6,2,58,0,Senior
166,30,9841,10,1,5,29,1,Young
143,36,40718,5,8,8,29,0,Middle-aged
183,44,6754,9,1,1,77,1,Middle-aged
171,52,27122,1,1,5,10,0,Middle-aged
153,39,25801,9,10,8,32,1,Middle-aged
199,89,11208,8,8,3,24,1,Senior
156,42,30417,5,9,1,100,1,Middle-aged
196,78,43502,3,3,3,96,1,Senior
149,41,43709,10,8,4,78,1,Middle-aged
142,85,39337,0,10,0,76,1,Senior
164,46,27642,5,8,10,2,1,Middle-aged
195,25,22685,7,3,8,91,1,Young
148,66,24553,2,1,4,44,0,Senior
141,37,28217,7,2,10,59,1,Middle-aged
191,89,9843,2,7,0,76,1,Senior
164,38,28289,9,8,8,2,1,Middle-aged
167,34,47026,10,0,0,79,1,Young
144,42,30239,6,7,7,90,1,Middle-aged
189,45,40401,9,4,10,38,1,Middle-aged
178,45,27051,10,10,5,42,1,Middle-aged
171,36,29171,8,1,8,93,1,Middle-aged
200,90,26627,1,1,4,29,0,Senior
160,79,35672,10,8,7,98,1,Senior
171,19,49893,4,3,6,28,1,Young
179,72,33864,9,2,5,65,1,Senior
147,35,24648,10,7,2,53,1,Young
181,85,26387,8,5,9,59,1,Senior
146,45,10422,2,7,0,75,1,Middle-aged
195,38,44910,4,7,7,50,1,Middle-aged
163,45,26949,2,7,3,78,0,Middle-aged
183,66,18244,1,7,1,20,0,Senior
200,22,48287,7,6,9,32,1,Young
155,19,49492,10,0,3,75,0,Young
149,62,25862,0,2,5,84,1,Senior
181,71,7978,5,3,7,17,0,Senior
150,45,30885,9,1,9,9,0,Middle-aged
155,51,34099,10,9,10,21,1,Middle-aged
162,57,25120,9,5,2,11,1,Middle-aged
187,46,7807,3,7,5,56,1,Middle-aged
152,22,34155,8,2,7,41,1,Young
145,63,40873,7,5,4,46,1,Senior
193,80,43648,10,2,4,20,1,Senior
177,87,17809,8,7,1,85,1,Senior
146,26,21520,3,7,9,12,1,Young
145,67,17058,9,4,1,23,1,Senior
195,21,21912,2,9,5,71,1,Young
144,83,44796,10,7,4,56,1,Senior
163,29,37308,9,6,2,36,1,Young
195,52,32826,1,4,4,10,1,Middle-aged
153,34,22834,0,8,10,33,1,Young
184,66,49862,1,3,0,51,1,Senior
195,86,18402,0,1,0,21,1,Senior
190,55,21320,5,5,5,78,0,Middle-aged
150,89,17590,3,2,6,23,1,Senior
151,78,7172,4,1,7,92,1,Senior
180,76,42532,5,1,9,75,1,Senior
195,69,20786,1,5,5,29,1,Senior
172,69,24327,4,0,0,91,0,Senior
172,75,27931,8,5,5,48,1,Senior
195,71,44647,3,7,4,30,1,Senior
147,28,14866,5,3,0,15,1,Young
149,37,37942,2,0,2,23,1,Middle-aged
163,37,25241,0,5,6,70,1,Middle-aged
156,71,13468,6,5,9,55,1,Senior
147,34,42562,3,5,8,69,0,Young
193,33,45498,0,0,10,24,0,Young
166,56,13772,0,8,8,84,1,Middle-aged
187,29,13846,5,10,2,35,1,Young
168,30,20137,4,0,1,20,0,Young
152,59,27749,0,8,10,42,1,Middle-aged
185,43,40793,3,5,6,20,1,Middle-aged
173,79,19594,7,7,3,84,1,Senior
189,70,43075,1,1,7,77,0,Senior
154,20,24673,0,3,2,35,0,Young
198,72,40733,8,8,3,49,1,Senior
174,68,22172,4,4,3,97,0,Senior
150,80,46760,3,3,7,99,1,Senior
193,41,44784,7,7,1,20,1,Middle-aged
187,84,48752,7,7,7,7,1,Senior
160,70,43625,0,8,3,4,1,Senior
192,28,15027,2,8,8,74,1,Young
182,88,46115,5,0,8,96,0,Senior
162,80,33942,1,2,0,16,0,Senior
141,21,8850,3,8,7,27,1,Young
169,42,6365,8,10,7,74,1,Middle-aged
198,75,21050,6,10,5,12,1,Senior
184,70,39245,5,5,0,28,1,Senior
146,29,18169,4,6,0,100,1,Young
185,25,42219,10,7,9,60,1,Young
145,88,40168,2,8,7,46,1,Senior
174,86,24631,1,0,8,99,1,Senior
144,18,19643,4,1,10,9,0,Young
200,64,12725,8,8,1,25,1,Senior
175,81,29858,6,8,1,77,1,Senior
162,48,22421,7,5,8,27,1,Middle-aged
172,55,28875,2,6,9,65,0,Middle-aged
196,54,14374,3,6,6,17,1,Middle-aged
173,20,5984,5,3,5,72,1,Young
200,32,5718,0,2,3,41,0,Young
175,31,6331,8,9,4,70,1,Young
190,28,46327,0,2,1,97,1,Young
200,65,24822,2,9,0,61,1,Senior
156,29,37079,7,8,5,20,1,Young
144,80,28542,9,0,7,24,1,Senior
198,86,10836,8,2,6,65,1,Senior
157,79,21431,1,9,3,96,1,Senior
188,51,48728,3,2,0,79,1,Middle-aged
183,86,34375,0,2,5,83,1,Senior
183,30,30587,3,0,0,28,1,Young
184,82,39179,9,8,1,64,1,Senior
146,89,36786,9,3,0,33,1,Senior
184,29,29129,2,2,5,45,1,Young
183,76,15854,7,10,7,21,1,Senior
173,32,7105,4,7,10,100,1,Young
169,50,49715,1,2,10,61,1,Middle-aged
156,56,31370,1,2,7,88,0,Middle-aged
166,65,26557,7,5,4,90,1,Senior
181,29,48907,4,7,4,68,1,Young
140,57,5051,10,4,5,48,1,Middle-aged
177,76,26232,6,2,10,85,1,Senior
197,89,6710,6,7,5,19,1,Senior
171,85,29517,3,7,2,38,1,Senior
170,33,30735,1,10,4,48,1,Young
186,59,7455,3,5,2,36,1,Middle-aged
159,32,9987,4,8,3,85,1,Young
181,68,10213,5,4,1,18,1,Senior
188,76,14522,2,10,2,80,1,Senior
150,88,23757,7,2,9,98,1,Senior
158,56,34036,6,4,4,76,1,Middle-aged
147,20,8670,10,1,4,17,1,Young
195,60,20485,2,4,4,45,0,Senior
196,66,34067,1,4,3,96,1,Senior
165,53,27411,10,5,10,81,1,Middle-aged
191,74,12401,2,9,1,67,1,Senior
151,23,36148,10,2,9,100,1,Young
140,43,37107,7,1,1,43,1,Middle-aged
166,47,5168,10,7,8,64,1,Middle-aged
178,81,41940,7,10,9,97,1,Senior
160,22,22222,0,9,8,49,0,Young
160,23,41659,9,10,0,22,1,Young
140,73,17294,6,10,1,66,1,Senior
190,20,7019,6,7,5,64,1,Young
200,24,21669,10,10,5,82,1,Young
187,23,27425,5,10,5,65,1,Young
190,41,42489,1,1,4,40,1,Middle-aged
169,41,18055,2,0,1,58,1,Middle-aged
171,61,41869,6,8,7,100,1,Senior
173,25,15399,4,4,0,79,1,Young
140,40,42995,9,4,1,31,1,Middle-aged
141,75,16974,0,8,9,28,1,Senior
162,37,23802,3,3,7,90,0,Middle-aged
146,40,9963,8,3,1,61,1,Middle-aged
145,79,11546,3,1,7,86,0,Senior
190,31,33059,1,0,3,6,0,Young
195,85,13732,5,5,2,5,1,Senior
145,40,7231,0,0,6,11,0,Middle-aged
191,51,18775,0,7,6,26,0,Middle-aged
166,67,24707,4,6,4,18,1,Senior
175,53,12683,0,0,6,44,1,Middle-aged
175,60,26327,6,5,3,45,1,Senior
160,72,46866,9,2,3,89,1,Senior
199,26,32691,9,2,0,34,1,Young
169,39,18386,7,2,1,77,1,Middle-aged
161,90,22094,2,5,9,72,1,Senior
178,40,38550,9,7,3,51,1,Middle-aged
191,53,41580,4,3,8,43,1,Middle-aged
178,79,5869,9,5,0,41,1,Senior
190,81,18249,0,0,2,20,0,Senior
196,20,19077,0,10,0,11,1,Young
171,18,32894,0,8,6,49,1,Young
154,67,49841,2,8,7,47,1,Senior
144,89,18671,7,2,8,18,1,Senior
158,52,35516,1,3,5,57,0,Middle-aged
194,49,40416,0,5,1,32,0,Middle-aged
178,36,30928,4,7,3,20,1,Middle-aged
193,36,18742,7,9,2,5,1,Middle-aged
169,21,49405,6,8,0,90,1,Young
144,82,17881,5,4,10,6,0,Senior
195,18,27267,9,8,5,29,1,Young
170,80,28093,3,2,2,31,0,Senior
162,59,12437,9,0,5,24,0,Middle-aged
146,71,38174,9,0,3,11,1,Senior
154,29,27929,4,7,0,94,1,Young
200,46,13245,9,6,7,36,1,Middle-aged
150,48,6064,2,0,0,100,1,Middle-aged
188,38,46961,4,0,4,72,1,Middle-aged
158,90,40295,2,9,7,46,1,Senior
151,35,46471,10,9,5,14,1,Young
157,86,18001,2,5,8,26,0,Senior
161,74,23137,9,0,5,18,1,Senior
159,62,15051,1,1,5,47,0,Senior
185,42,48988,6,1,7,77,0,Middle-aged
171,89,15806,1,7,9,32,1,Senior
160,61,25067,2,5,8,80,0,Senior
156,66,15194,1,1,9,46,0,Senior
184,76,25451,9,7,8,100,1,Senior
140,58,9015,9,5,5,23,1,Middle-aged
169,49,43857,8,0,10,89,0,Middle-aged
200,62,35235,8,9,10,18,1,Senior
173,64,34618,7,5,9,17,1,Senior
177,59,43852,0,9,5,100,0,Middle-aged
197,62,16253,9,10,1,16,1,Senior
163,71,20597,4,4,4,41,1,Senior
175,37,15854,6,1,7,90,1,Middle-aged
167,78,39951,1,10,3,28,1,Senior
179,21,31623,0,4,10,84,0,Young
198,64,47083,10,6,1,62,1,Senior
177,45,45374,7,9,5,13,1,Middle-aged
168,50,24281,6,10,3,49,1,Middle-aged
164,68,43118,2,0,6,63,1,Senior
140,50,20348,7,9,7,29,1,Middle-aged
197,45,7412,6,2,7,76,0,Middle-aged
159,48,48798,7,10,5,89,1,Middle-aged
162,34,20273,1,2,0,79,1,Young
180,79,47106,2,3,3,22,0,Senior
181,47,24111,9,3,0,19,1,Middle-aged
140,18,37929,8,0,6,65,1,Young
160,61,20997,7,5,5,51,1,Senior
178,50,33341,6,1,0,68,1,Middle-aged
200,49,38983,8,7,1,30,1,Middle-aged
161,86,11770,8,9,0,89,1,Senior
155,65,27898,4,1,2,68,1,Senior
168,63,18240,5,3,5,56,1,Senior
158,76,19025,2,8,0,14,0,Senior
182,18,30097,4,4,8,78,1,Young
151,28,13613,3,8,8,6,1,Young
188,31,44539,8,10,9,49,1,Young
187,86,10150,9,3,3,46,0,Senior
168,50,41418,8,2,2,14,1,Middle-aged
174,89,37402,3,1,10,50,1,Senior
141,66,24718,6,10,3,44,1,Senior
148,56,7249,4,10,2,62,1,Middle-aged
182,61,48515,4,1,2,15,1,Senior
155,24,13178,4,8,3,45,1,Young
177,77,23826,8,8,2,2,1,Senior
185,47,19693,10,6,10,80,1,Middle-aged
144,75,16952,6,2,3,55,0,Senior
148,32,31062,0,6,5,63,1,Young
142,81,44268,7,10,2,81,1,Senior
144,39,42095,6,2,0,72,0,Middle-aged
171,78,33710,7,5,4,79,1,Senior
192,87,28558,3,0,9,47,0,Senior
149,70,38336,3,4,7,45,1,Senior
166,62,5990,8,4,10,67,0,Senior
146,47,16952,5,3,7,7,1,Middle-aged
198,85,31208,6,2,10,77,1,Senior
194,72,43709,1,2,8,63,1,Senior
163,34,38585,6,7,9,13,1,Young
148,79,40778,10,5,8,5,1,Senior
170,23,27703,8,10,3,38,1,Young
177,34,45914,4,7,7,3,0,Young
144,48,19350,7,1,3,1,1,Middle-aged
145,26,16345,5,4,0,10,1,Young
143,76,38029,2,10,1,74,1,Senior
144,88,31491,7,10,1,82,1,Senior
155,26,34644,5,10,0,78,1,Young
193,33,48262,6,4,8,89,1,Young
195,20,48591,8,3,10,68,1,Young
140,58,40054,5,1,4,66,0,Middle-aged
151,37,17750,7,5,6,82,1,Middle-aged
153,18,12298,3,9,6,39,1,Young
141,20,47342,10,9,6,4,1,Young
161,83,13373,4,0,10,6,1,Senior
196,39,43990,10,5,7,54,1,Middle-aged
176,47,26285,4,3,5,90,1,Middle-aged
176,30,25633,7,7,6,49,1,Young
152,46,17924,7,1,5,63,1,Middle-aged
180,62,9113,0,0,10,33,1,Senior
148,68,40748,10,8,0,30,1,Senior
149,53,14987,5,4,9,64,1,Middle-aged
185,19,36336,3,9,8,100,1,Young
184,84,5669,4,7,8,42,1,Senior
182,89,44320,5,9,2,91,1,Senior
152,77,24997,5,5,2,27,0,Senior
200,41,15213,10,0,3,85,1,Middle-aged
156,29,48577,2,7,1,14,0,Young
172,25,25352,6,7,0,71,1,Young
200,19,42295,3,0,6,11,0,Young
161,32,38877,10,2,4,51,1,Young
161,38,16049,5,10,10,61,1,Middle-aged
194,25,33498,4,7,10,84,1,Young
168,83,30641,6,8,0,68,1,Senior
159,21,32992,0,6,10,45,1,Young
195,53,22113,10,1,9,32,1,Middle-aged
146,36,49005,9,6,7,10,1,Middle-aged
173,31,25731,10,6,4,42,1,Young
144,22,21741,0,1,8,58,0,Young
190,60,45211,6,7,8,13,1,Senior
140,56,9807,6,6,0,33,1,Middle-aged
158,56,43353,10,3,3,14,1,Middle-aged
174,77,42207,6,10,2,69,1,Senior
144,41,37129,4,4,1,35,1,Middle-aged
159,26,28878,1,4,3,92,0,Young
146,35,17065,0,6,4,8,1,Young
175,89,11247,1,8,4,67,1,Senior
161,86,41636,6,5,5,92,1,Senior
155,24,9987,1,8,5,24,1,Young
172,43,29124,3,1,9,86,0,Middle-aged
155,79,10942,2,10,0,11,1,Senior
147,28,36712,8,8,4,14,1,Young
163,86,15784,6,9,4,52,1,Senior
192,64,48267,7,7,5,45,1,Senior
154,80,14617,1,1,3,88,0,Senior
167,29,18857,7,5,3,5,0,Young
200,65,24505,0,5,7,22,0,Senior
159,66,5869,0,0,2,9,0,Senior
157,86,41582,1,5,2,74,1,Senior
160,55,6573,1,9,6,59,1,Middle-aged
152,56,15105,8,3,6,37,1,Middle-aged
156,81,15867,5,8,2,40,1,Senior
188,58,38923,7,4,7,60,1,Middle-aged
153,20,34817,7,8,6,16,1,Young
191,87,43349,9,6,1,73,1,Senior
169,61,48265,4,1,7,98,0,Senior
171,42,12997,6,6,8,62,1,Middle-aged
164,64,47086,3,4,7,10,0,Senior
176,67,40290,4,5,7,8,1,Senior
157,43,18586,6,1,7,42,1,Middle-aged
146,40,38521,4,5,10,74,1,Middle-aged
144,32,20742,6,5,4,44,1,Young
141,64,30296,4,10,6,5,1,Senior
162,60,21899,8,2,9,66,0,Senior
186,27,20249,9,1,6,30,0,Young
164,45,41068,9,0,2,39,1,Middle-aged
158,89,5025,0,1,7,73,0,Senior
181,68,20487,9,1,8,77,1,Senior
174,34,32360,1,0,6,76,1,Young
147,26,22615,9,4,4,75,1,Young
174,34,28510,6,5,9,63,1,Young
175,38,22006,4,1,8,52,1,Middle-aged
159,57,38937,9,8,8,12,1,Middle-aged
185,56,38478,3,1,9,42,1,Middle-aged
159,64,8673,10,0,5,81,1,Senior
200,85,33339,8,5,1,35,1,Senior
199,89,9267,8,10,5,36,1,Senior
175,40,49607,5,2,4,14,1,Middle-aged
161,74,43735,0,1,9,31,1,Senior
153,72,12808,4,10,4,33,1,Senior
185,62,31215,9,8,10,84,1,Senior
189,61,31967,4,9,5,87,1,Senior
196,50,42901,3,0,9,61,0,Middle-aged
173,89,18028,1,3,2,9,0,Senior
186,81,48158,2,2,2,5,0,Senior
196,56,47366,7,8,10,22,1,Middle-aged
142,41,16159,7,2,10,51,1,Middle-aged
140,74,41803,8,6,0,44,1,Senior
151,76,35925,9,0,5,43,1,Senior
150,47,26199,7,6,3,51,1,Middle-aged
190,63,34142,4,4,3,61,0,Senior
196,59,10737,2,1,4,73,0,Middle-aged
179,51,9400,1,10,1,70,1,Middle-aged
144,23,18762,9,0,2,94,1,Young
163,40,13643,2,5,1,49,0,Middle-aged
176,52,18889,2,5,4,3,1,Middle-aged
197,28,16268,1,9,2,9,1,Young
156,30,10191,0,8,2,17,1,Young
157,39,17771,6,1,6,46,0,Middle-aged
177,73,45999,2,5,7,83,0,Senior
196,41,43877,4,10,3,19,1,Middle-aged
147,46,24345,6,0,2,40,0,Middle-aged
152,58,18300,7,8,9,55,1,Middle-aged
177,18,39141,10,9,5,86,1,Young
143,86,16408,5,7,8,51,1,Senior
162,75,9868,2,5,6,12,1,Senior
178,45,41087,4,10,9,43,1,Middle-aged
147,26,34030,4,1,4,91,0,Young
183,49,11765,8,8,7,7,1,Middle-aged
144,79,20992,8,10,7,18,1,Senior
192,46,28544,6,10,8,8,1,Middle-aged
171,55,44795,7,9,2,98,1,Middle-aged
190,86,31689,4,3,7,96,0,Senior
160,62,43756,5,6,1,61,1,Senior
161,41,45270,6,0,5,78,0,Middle-aged
178,58,18898,7,10,3,4,1,Middle-aged
187,78,48627,8,2,10,32,1,Senior
196,39,41102,0,7,8,79,1,Middle-aged
171,38,34486,10,4,4,20,1,Middle-aged
148,64,14911,0,9,9,23,1,Senior
143,24,28040,7,7,9,75,1,Young
175,21,18940,3,7,1,46,1,Young
163,76,16710,6,1,7,75,0,Senior
166,31,25956,5,3,4,21,1,Young
170,77,7887,4,5,6,33,1,Senior
166,80,39850,8,2,9,35,1,Senior
187,32,6275,7,7,2,35,1,Young
148,76,42100,1,9,1,68,1,Senior
140,59,43358,3,0,2,63,0,Middle-aged
168,83,12648,5,3,8,22,1,Senior
151,87,43330,0,2,0,84,0,Senior
199,21,23236,2,3,0,63,0,Young
170,78,48779,7,4,9,70,1,Senior
197,59,39831,1,9,1,49,1,Middle-aged
146,66,19303,8,6,8,97,1,Senior
160,83,38389,2,5,5,16,1,Senior
141,87,39059,10,9,2,46,1,Senior
167,81,37607,1,10,5,60,1,Senior
159,31,35835,0,4,6,69,0,Young
140,42,22051,4,6,6,78,1,Middle-aged
197,79,39437,4,3,3,18,1,Senior
195,51,26897,0,7,0,83,0,Middle-aged
164,29,33632,1,4,9,82,1,Young
174,86,31698,5,2,7,24,1,Senior
191,40,7690,1,4,7,81,0,Middle-aged
198,51,19222,7,9,6,20,1,Middle-aged
186,23,29852,4,9,7,24,1,Young
181,55,36041,2,5,7,86,1,Middle-aged
144,72,36274,6,8,0,64,1,Senior
180,48,44160,7,1,10,70,1,Middle-aged
191,43,32129,4,3,3,51,0,Middle-aged
156,85,47473,3,1,5,28,0,Senior
168,54,13911,7,2,5,8,1,Middle-aged
149,72,30054,9,4,4,28,1,Senior
142,88,19933,9,10,2,19,1,Senior
177,61,33085,9,3,2,33,1,Senior
155,74,43108,2,5,5,38,0,Senior
177,20,23662,2,9,9,36,1,Young
172,41,31293,4,10,3,16,1,Middle-aged
161,84,46851,0,6,2,5,0,Senior
199,30,17347,1,2,6,54,1,Young
148,34,7497,10,10,6,24,1,Young
176,51,11584,3,0,1,67,0,Middle-aged
188,24,13705,2,3,7,89,1,Young
181,28,17141,6,7,2,87,1,Young
185,49,11459,7,0,3,72,1,Middle-aged
183,31,23589,8,5,7,91,1,Young
187,22,29151,10,10,6,10,1,Young
155,56,8761,10,6,0,53,1,Middle-aged
162,20,13573,0,9,7,22,0,Young
179,43,10138,0,8,1,97,1,Middle-aged
176,18,15865,7,2,9,35,1,Young
196,80,16412,6,4,10,68,0,Senior
160,86,33042,5,2,10,82,1,Senior
146,27,19197,2,2,4,59,0,Young
149,79,26022,10,9,3,37,1,Senior
178,58,14921,10,0,1,20,0,Middle-aged
171,29,36240,9,5,4,4,1,Young
171,82,18037,4,5,5,6,0,Senior
182,56,5934,1,6,7,30,1,Middle-aged
175,77,31397,3,9,3,5,1,Senior
188,49,30829,4,8,0,3,1,Middle-aged
142,68,46435,9,7,1,48,1,Senior
161,71,32730,10,1,10,77,0,Senior
195,50,36019,9,5,0,66,1,Middle-aged
179,74,25075,10,8,4,81,1,Senior
178,48,25625,0,2,6,25,0,Middle-aged
176,51,49981,10,4,0,5,1,Middle-aged
165,30,7090,1,6,6,26,0,Young
187,46,45676,1,2,1,14,1,Middle-aged
167,30,43707,6,5,2,81,1,Young
140,41,47868,10,5,10,72,1,Middle-aged
158,19,37660,10,1,8,42,1,Young
185,57,11818,10,4,4,6,1,Middle-aged
178,75,19933,0,8,1,48,1,Senior
159,82,19276,8,10,1,10,1,Senior
191,87,48704,7,4,0,44,0,Senior
161,68,14213,7,0,8,23,1,Senior
171,65,25574,9,6,8,29,1,Senior
140,30,24979,2,0,7,93,0,Young
171,54,32713,3,10,3,68,1,Middle-aged
197,34,29545,8,5,6,63,1,Young
147,28,29493,3,6,0,98,1,Young
165,74,13043,0,5,2,94,0,Senior
185,52,16329,9,1,9,9,1,Middle-aged
187,57,39248,10,6,2,77,1,Middle-aged
142,67,30705,7,0,3,95,1,Senior
154,45,31192,3,6,7,71,0,Middle-aged
143,90,10195,9,9,0,1,1,Senior
140,34,27980,10,9,2,28,1,Young
193,37,36995,10,8,0,60,1,Middle-aged
194,86,7898,6,9,8,87,1,Senior
182,85,47606,1,2,3,6,0,Senior
145,29,43003,10,7,9,76,1,Young
160,36,10321,7,7,0,74,1,Middle-aged
157,55,23085,3,10,10,11,1,Middle-aged
157,52,16449,3,4,0,40,1,Middle-aged
184,39,39386,9,7,2,37,1,Middle-aged
193,40,10045,4,7,5,39,1,Middle-aged
182,27,48845,8,0,3,88,0,Young
185,89,23767,8,6,5,29,1,Senior
165,75,24595,0,9,9,34,1,Senior
143,85,16197,2,2,1,86,1,Senior
188,21,22600,8,3,8,82,1,Young
151,35,20952,8,8,1,73,1,Young
200,84,16911,2,10,8,5,0,Senior
